electricity_usage,car_km,flights_short,flights_long,diet_type,shopping_freq,water_usage,carbon_footprint
298,1025,0,0,2,3,397,563.733
151,757,0,0,2,5,97,465.693
359,721,0,0,1,0,350,398.13
158,1534,0,0,0,8,144,504.456
171,912,0,1,2,3,82,1584.958
247,1309,0,0,1,8,167,547.043
448,870,0,0,0,8,181,493.789
162,12,0,0,0,12,300,243.14
409,607,0,0,0,16,352,506.348
472,497,0,0,2,2,171,519.179
342,1756,1,0,0,5,267,847.243
592,237,0,0,0,19,102,536.958
465,1117,0,0,1,14,175,660.2750000000001
429,1361,1,0,2,13,208,1034.2520000000002
206,780,0,0,1,12,208,464.392
325,1194,0,0,2,8,332,658.288
412,605,0,0,0,14,138,485.282
317,660,1,0,1,13,225,747.165
524,1647,0,0,2,3,341,782.549
340,1590,1,0,2,10,482,1015.1379999999999
358,848,0,0,0,1,208,381.83200000000005
475,935,0,0,0,15,298,589.182
361,1490,0,0,1,18,406,733.274
104,627,0,0,1,15,171,420.619
360,142,0,0,2,6,286,442.17400000000004
153,1224,0,0,1,10,477,513.353
146,1203,0,0,0,11,174,463.486
314,713,1,0,1,3,364,657.756
276,1387,1,0,1,15,328,896.272
108,478,0,0,2,15,404,494.59600000000006
198,564,1,0,0,6,373,559.317
119,470,0,1,2,12,141,1565.249
477,383,0,0,0,4,475,371.215
340,1715,0,0,0,0,154,537.1859999999999
160,925,0,0,2,4,91,493.019
478,416,1,0,1,13,446,767.974
589,1848,0,0,2,10,178,918.582
518,307,0,0,1,1,102,389.87800000000004
277,648,0,0,2,17,217,617.893
437,1717,0,0,2,14,139,868.191
161,1390,0,0,1,13,296,578.284
244,1024,0,0,1,12,223,529.2869999999999
315,1067,0,0,1,1,421,459.489
102,738,1,0,2,18,136,821.6640000000001
259,1866,0,0,1,7,418,655.742
326,1121,0,0,1,16,199,622.9110000000001
585,1743,0,0,1,14,298,836.982
368,1288,0,0,0,19,164,653.6360000000001
219,1823,1,0,1,13,229,938.6410000000001
480,1806,1,0,1,2,169,934.321
594,139,1,1,1,16,77,1887.973
188,1504,1,0,0,2,358,702.982
428,1260,0,0,0,12,166,603.254
167,973,1,0,1,17,240,786.9
497,1016,0,0,1,0,194,513.686
456,952,0,0,1,6,369,545.241
197,903,1,0,1,4,311,656.139
366,71,0,0,0,1,191,229.63899999999998
204,1690,0,0,1,16,163,685.147
539,1213,0,0,0,9,433,612.8770000000001
422,1291,0,0,2,3,322,668.338
222,1344,0,0,0,8,87,492.82300000000004
575,106,0,0,2,10,246,564.9140000000001
128,1255,1,0,0,11,62,715.318
236,1065,0,0,0,11,161,473.569
294,1725,0,0,0,17,486,692.854
508,882,0,0,1,3,186,521.434
325,138,0,0,0,8,221,296.089
431,614,0,0,1,7,176,475.404
269,1706,0,0,0,18,411,687.879
108,862,0,0,0,12,459,391.89099999999996
562,272,0,0,2,1,382,503.878
139,1504,0,1,0,18,68,1689.7920000000001
124,415,0,0,1,13,481,369.409
360,505,0,0,2,4,257,494.513
494,732,0,0,2,9,207,645.743
542,1748,0,0,0,16,209,789.121
325,1876,0,0,0,19,383,755.147
571,423,0,0,2,15,289,677.0210000000001
223,1430,0,0,1,16,425,643.485
562,1591,0,0,0,0,128,605.392
137,389,0,0,2,14,381,478.769
427,341,0,0,1,16,406,511.194
350,945,1,0,0,10,380,739.42
488,613,0,0,2,4,246,569.774
275,1956,0,0,2,3,169,738.221
189,492,0,0,0,8,297,310.453
501,191,0,0,1,15,188,500.312
553,498,0,1,1,11,275,1644.335
136,821,0,0,2,17,132,592.508
415,1735,0,0,1,2,459,645.4309999999999
275,1256,0,0,2,14,75,707.375
560,1968,0,0,0,17,177,850.3929999999999
383,226,0,0,1,11,450,420.11
552,1394,0,0,0,12,272,683.088
560,138,0,0,2,0,388,466.29200000000003
180,855,0,0,0,3,93,327.437
213,816,0,0,1,7,133,423.857
139,1172,0,0,0,18,456,526.884
400,1138,0,0,1,4,74,536.2660000000001
323,1473,0,0,1,10,269,632.681
417,1086,0,0,1,16,342,655.418
448,103,0,0,1,16,253,471.037
214,1874,1,0,1,1,417,828.4330000000001
285,870,0,0,2,0,242,495.878
422,667,0,1,0,3,51,1491.099
155,272,1,0,2,8,251,651.759
139,1029,1,0,0,1,403,577.807
453,1170,0,0,0,2,81,494.989
139,183,1,0,0,5,138,446.22200000000004
446,1051,0,0,2,12,251,719.779
560,1985,0,0,1,14,488,876.5920000000001
336,1573,0,0,1,10,227,657.763
388,1142,0,0,2,9,242,683.538
361,292,0,0,1,2,209,331.90099999999995
315,1394,0,0,0,19,342,654.178
246,1267,0,0,1,8,253,538.9970000000001
435,1603,1,0,1,9,290,945.91
267,1749,0,0,1,11,164,673.416
191,1241,0,0,0,7,259,450.75100000000003
452,176,0,0,1,16,271,487.47900000000004
158,1322,0,0,1,4,446,474.77400000000006
158,1699,1,0,1,7,231,828.239
403,57,0,0,2,17,308,553.432
268,1292,0,0,2,10,475,675.235
368,307,0,0,1,9,89,406.761
462,1593,1,0,2,14,379,1106.051
144,1311,0,1,2,5,371,1676.019
444,976,0,1,0,18,109,1712.661
280,1128,0,0,2,16,60,703.74
269,1251,0,0,2,9,169,654.701
455,1270,0,0,1,4,434,589.006
290,699,0,0,0,15,459,465.731
254,1517,0,0,0,11,91,570.899
521,82,0,0,0,4,239,327.37100000000004
287,1209,2,0,2,0,172,1063.8880000000001
106,251,0,0,1,1,238,206.862
232,1378,0,0,0,4,301,465.749
334,1773,0,0,0,18,141,726.149
144,1895,0,0,2,14,262,781.838
413,1719,0,0,0,0,367,570.563
348,795,1,0,1,10,251,757.419
598,896,0,0,0,17,317,653.213
130,1961,0,0,1,2,204,568.6360000000001
122,209,0,0,1,8,244,275.236
525,815,0,0,1,3,77,514.193
493,1831,0,0,2,12,243,895.447
259,608,0,0,2,8,461,514.529
462,446,1,0,1,2,272,655.688
536,459,0,0,1,15,156,568.3240000000001
257,967,0,0,0,7,198,423.122
138,471,0,0,0,6,184,263.816
514,1743,0,1,0,16,144,1875.776
181,369,1,0,2,15,319,752.6909999999999
455,899,0,0,0,17,472,595.148
357,1957,0,0,1,15,423,795.147
305,1515,0,0,1,14,175,672.6750000000001
176,922,1,0,2,1,408,721.992
576,136,1,0,2,19,378,912.522
111,366,0,0,0,3,367,203.123
394,911,0,0,2,4,61,588.229
549,183,0,0,1,6,343,430.267
323,1611,0,0,1,14,491,702.279
112,1310,0,0,2,16,489,673.4409999999999
145,471,0,0,1,9,344,348.196
254,1398,0,0,2,19,391,779.799
212,653,0,0,1,8,53,400.11699999999996
332,748,0,0,0,15,353,492.217
116,536,0,0,2,2,440,379.88
459,1534,0,0,2,8,365,782.865
322,801,0,0,2,7,217,567.393
453,1602,0,0,1,6,57,671.1730000000001
287,1273,0,0,0,16,173,586.697
547,919,0,0,2,4,421,657.329
443,509,0,0,1,6,363,451.127
464,629,0,0,2,12,234,642.7860000000001
262,1001,1,0,1,17,84,830.996
595,1096,0,0,0,13,122,650.198
425,1305,0,0,1,17,420,713.28
566,915,0,0,1,2,62,541.278
513,1983,1,0,2,16,88,1222.8519999999999
554,1383,2,0,1,18,133,1290.4769999999999
173,1033,0,0,2,6,70,539.89
332,1234,0,0,1,3,302,518.958
323,1858,0,0,0,14,352,700.428
581,151,0,0,1,7,307,446.98299999999995
418,1028,0,0,2,15,349,734.301
511,1218,0,0,1,0,79,558.931
159,1977,0,0,1,15,177,713.773
434,1306,0,0,0,1,360,506.72
321,463,1,0,2,1,89,688.2210000000001
136,1136,1,0,0,7,146,655.6339999999999
576,270,0,0,1,11,273,508.37699999999995
377,1186,0,0,0,10,141,546.809
295,459,0,0,1,5,329,368.661
503,104,0,0,1,18,219,514.031
451,1716,0,0,0,17,333,755.617
583,1579,0,0,0,4,271,653.0989999999999
341,1305,0,0,1,14,166,645.714
423,1710,0,0,0,7,297,642.333
318,161,1,0,0,5,410,519.45
291,350,0,0,1,11,398,405.802
116,433,0,0,2,18,403,518.9469999999999
111,851,1,0,0,11,484,631.176
505,139,0,0,0,11,455,403.995
500,1494,0,0,2,8,138,790.0419999999999
493,1155,0,0,0,9,127,579.203
473,86,0,0,1,16,123,476.96700000000004
292,1711,1,0,0,17,441,938.8090000000001
121,182,0,0,1,15,63,337.78700000000003
573,367,0,0,2,3,94,544.906
219,128,0,0,2,17,87,488.363
309,1269,1,0,2,2,465,857.765
405,1624,0,0,0,15,294,697.5459999999999
369,1601,0,0,2,13,111,806.1790000000001
291,669,0,0,0,8,145,387.325
274,1922,0,0,0,5,372,602.828
384,1401,0,0,0,3,301,524.189
303,148,0,0,2,1,110,367.85
263,984,0,0,2,9,318,600.122
350,851,0,0,0,10,168,468.71200000000005
326,1456,0,0,2,6,136,689.344
535,627,0,0,0,4,132,441.288
480,1749,0,0,2,3,129,782.5609999999999
559,1492,0,0,1,5,277,685.6730000000001
106,445,1,0,2,1,352,596.688
128,1504,1,0,2,1,160,816.0
494,883,0,0,2,15,419,737.851
132,293,0,0,0,12,359,287.27099999999996
233,1788,1,0,0,6,120,816.5400000000001
466,1166,0,0,1,4,485,573.2850000000001
178,249,0,0,1,16,377,387.953
515,877,0,0,1,12,74,612.3660000000001
534,947,0,0,0,14,328,606.6320000000001
558,974,0,1,1,2,251,1651.4189999999999
157,1325,0,0,1,3,463,465.10699999999997
570,1048,0,0,2,14,274,791.466
125,788,0,0,1,17,316,482.944
581,983,0,0,2,2,468,664.832
529,888,0,0,0,6,332,512.768
325,889,1,0,0,7,166,685.794
384,1924,0,0,2,10,116,847.124
103,69,0,0,1,8,96,237.924
564,624,0,1,0,19,290,1704.29
198,874,0,0,2,11,227,570.003
496,1135,1,0,0,4,57,775.833
588,1387,1,0,0,0,232,826.448
138,1326,0,0,1,13,126,554.294
370,470,0,0,0,2,475,323.67499999999995
474,1987,1,0,2,14,116,1187.5240000000001
384,90,0,0,1,9,197,371.053
256,529,1,0,2,9,222,755.318
174,660,0,0,2,2,84,425.83599999999996
471,738,1,0,2,5,126,846.554
387,725,0,0,1,4,453,451.61699999999996
229,871,0,0,0,18,329,503.341
274,1686,0,0,2,13,234,784.386
561,191,0,0,0,16,104,484.756
183,1986,0,0,0,11,442,638.038
121,1575,0,0,2,8,143,647.107
558,1265,0,0,0,2,193,559.097
126,137,2,0,1,17,296,852.9839999999999
294,344,0,0,1,3,488,326.67199999999997
436,1203,1,0,0,13,249,855.961
481,1008,0,0,0,5,285,506.185
335,1735,1,0,1,14,363,980.9670000000001
539,502,0,0,0,16,369,540.101
191,202,0,0,0,4,269,213.041
576,572,0,0,0,5,381,459.74899999999997
120,191,0,0,0,4,420,182.38
402,4,0,0,2,18,265,552.025
563,1913,0,0,0,13,98,799.9419999999999
456,1260,0,0,1,3,334,576.526
542,1716,0,0,2,4,167,812.3430000000001
183,310,0,0,2,10,131,440.039
361,548,0,0,1,1,312,374.028
246,55,0,0,0,1,126,175.45399999999998
540,442,1,0,2,19,260,957.5400000000001
552,1260,0,0,2,11,171,795.379
486,869,0,0,0,15,374,581.2860000000001
356,1884,0,0,0,16,139,737.5709999999999
157,1220,0,0,1,3,307,442.703
479,584,0,0,2,13,210,649.87
521,1594,0,0,0,6,225,649.645
114,751,0,0,0,14,342,391.158
261,1537,1,0,1,15,138,918.262
544,1472,0,0,2,7,176,794.4639999999999
262,359,0,0,0,1,408,245.51199999999997
419,1723,0,0,1,18,335,803.595
596,818,1,0,2,0,346,867.0340000000001
380,29,0,0,2,3,309,398.181
379,1802,0,0,2,10,388,823.072
111,107,0,0,2,9,293,360.657
373,843,0,1,1,17,160,1696.7
370,1958,0,0,0,0,472,601.248
591,1625,1,0,2,16,73,1183.877
307,716,0,0,2,15,99,623.031
126,890,0,0,0,11,86,391.69399999999996
171,1991,0,0,2,15,230,822.09
159,1982,0,0,2,8,302,745.898
529,959,0,0,0,16,74,624.6460000000001
572,1468,0,0,0,2,398,607.422
244,892,0,0,2,17,174,652.446
192,1461,1,0,0,14,80,813.56
408,731,1,0,1,14,286,810.1339999999999
107,1913,0,0,1,15,276,680.024
178,605,0,0,2,19,397,589.333
126,456,0,0,2,0,87,344.903
273,614,1,0,0,0,432,541.3480000000001
149,1758,0,0,0,3,107,495.14300000000003
599,697,0,0,2,12,285,713.5450000000001
298,1719,0,0,2,3,230,701.0300000000001
486,1518,0,0,1,7,163,679.187
448,673,0,0,0,12,355,495.955
547,1270,0,0,2,7,181,755.369
527,542,0,0,2,13,397,663.313
280,1587,0,0,0,0,229,487.061
123,856,0,0,0,8,464,357.036
415,1611,1,1,2,0,127,2047.643
477,896,2,0,2,6,269,1141.961
486,1462,0,0,2,19,191,888.239
503,277,0,0,0,12,434,440.566
145,551,0,0,2,14,92,511.928
114,1636,0,0,2,8,167,656.5830000000001
252,110,0,0,2,15,108,478.81199999999995
321,384,0,0,1,16,110,472.61
305,1856,1,0,1,8,90,930.11
554,760,0,0,0,5,323,487.58699999999993
372,1214,0,0,2,19,237,791.173
481,1513,1,0,2,11,384,1068.0759999999998
335,693,0,0,0,15,236,481.424
439,1449,0,0,0,14,475,668.455
327,404,0,0,0,6,277,330.633
108,1358,0,0,2,9,213,608.8770000000001
265,1232,0,0,1,3,473,491.957
531,21,0,0,0,2,335,300.23499999999996
543,677,0,1,2,17,151,1834.819
418,610,0,0,0,0,316,350.404
313,1231,1,0,2,12,173,949.2170000000001
216,7,1,0,0,17,202,563.938
485,701,0,0,2,7,478,618.202
443,1710,0,0,0,10,228,680.112
171,1808,0,0,1,9,476,627.7040000000001
494,528,0,0,0,3,115,394.115
163,601,0,0,0,3,148,269.99199999999996
304,1676,0,0,1,3,480,597.2000000000002
308,656,0,0,0,11,73,421.217
171,165,0,0,1,7,382,278.258
376,848,1,1,2,12,298,2000.202
373,495,0,0,1,7,214,427.58599999999996
577,589,0,0,1,2,433,484.037
419,428,0,0,2,11,489,575.9809999999999
437,773,0,0,1,17,143,609.427
465,162,0,0,1,14,392,471.228
594,365,0,0,2,13,173,654.037
194,1549,0,0,0,8,351,524.439
265,1262,0,0,0,4,205,455.545
131,71,0,0,1,14,398,312.802
110,1468,0,0,0,7,298,462.482
400,654,1,0,0,2,485,623.165
316,1845,0,0,1,11,320,714.6
388,1532,1,0,2,4,478,963.662
201,1818,0,0,0,8,107,578.983
524,268,0,0,1,19,244,565.8760000000001
491,1776,1,0,2,2,250,1033.67
366,414,1,0,0,7,121,607.609
313,1268,0,0,2,12,296,707.724
278,1015,0,0,1,7,147,491.08299999999997
187,674,0,1,2,4,378,1556.742
140,1083,0,0,2,6,130,536.57
500,5,1,0,1,4,474,605.266
175,1732,0,0,0,8,114,550.926
476,981,0,0,0,4,473,490.377
145,569,0,0,2,7,54,445.18600000000004
259,1840,0,0,2,11,333,789.7769999999999
562,406,0,0,2,3,343,550.327
179,1240,0,0,2,8,130,604.35
409,1953,0,0,0,13,136,743.604
185,25,0,0,1,18,451,366.759
191,1838,0,0,1,12,342,670.898
247,1028,1,0,1,2,460,683.48
260,985,0,0,2,3,330,539.1700000000001
301,1555,0,0,2,0,246,639.6340000000001
523,389,0,0,1,0,301,400.16900000000004
515,709,0,1,0,10,132,1609.288
341,570,0,0,1,15,76,507.90400000000005
452,1471,0,0,0,3,382,567.478
101,753,0,0,2,6,231,455.099
324,145,0,0,1,11,184,376.736
388,1411,0,0,1,5,139,596.411
332,784,0,1,2,19,255,1788.535
560,1272,0,0,0,8,76,620.284
513,525,0,0,1,7,427,494.303
516,1485,0,0,1,13,108,744.692
176,12,1,0,0,14,121,517.409
215,902,0,0,1,4,464,414.876
253,383,0,0,1,14,276,425.344
505,555,0,0,2,5,140,574.36
202,886,1,0,0,0,117,563.093
293,1422,0,0,1,19,411,701.159
265,18,0,0,1,8,309,297.681
458,574,0,0,2,3,195,538.915
189,1514,1,0,1,1,112,743.1880000000001
273,750,0,1,2,5,392,1618.1879999999999
221,1003,0,0,1,1,229,405.481
597,418,0,0,2,2,160,555.78
242,1360,0,0,0,6,240,485.8
581,418,0,0,0,19,478,571.922
205,1938,1,0,1,16,445,987.705
474,1939,0,0,1,8,441,770.849
527,1635,1,0,2,8,295,1080.9950000000001
404,1698,0,0,2,18,327,892.223
459,1951,0,0,0,4,396,676.544
558,121,1,0,1,5,474,662.8259999999999
416,431,1,0,2,17,421,884.7090000000001
550,43,0,0,0,0,346,292.714
222,1895,0,0,0,16,386,685.714
489,1943,0,0,2,13,172,925.528
108,1340,0,0,1,14,106,554.314
361,380,0,1,0,4,209,1419.501
172,144,1,0,2,16,176,712.6239999999999
458,1350,0,0,0,10,274,614.826
322,362,0,0,1,9,144,398.936
515,1073,0,0,2,16,360,794.14
140,1088,0,0,1,0,55,376.89500000000004
469,354,0,0,1,4,472,412.02799999999996
303,799,0,0,0,15,314,489.886
363,1187,0,0,1,6,283,552.407
427,1164,0,0,0,11,337,575.173
277,1989,0,0,2,7,469,788.361
447,825,0,0,2,17,433,726.6370000000001
417,1151,0,0,0,0,65,455.925
183,397,0,0,0,19,189,397.961
417,1956,0,0,0,11,346,729.4540000000001
210,879,0,0,1,3,244,396.196
350,462,0,1,2,11,235,1651.515
482,1774,0,0,2,0,442,761.218
106,1859,0,0,1,0,174,517.886
558,807,0,0,0,2,66,466.354
183,186,0,0,2,11,415,427.795
307,1743,0,0,1,12,438,701.482
487,731,0,0,0,12,75,521.415
489,1935,1,0,2,8,262,1124.738
413,1213,0,0,0,17,434,639.9659999999999
121,1411,0,0,1,0,50,433.46999999999997
509,428,1,0,2,5,340,802.4399999999999
482,857,0,0,0,4,314,466.66600000000005
102,1307,1,0,0,3,392,637.768
226,1887,0,0,0,5,87,573.1030000000001
396,236,0,0,1,2,282,336.058
287,1217,0,1,0,16,309,1676.721
461,1310,0,0,2,10,357,758.833
113,770,0,0,2,3,452,435.528
558,757,0,0,0,19,310,628.55
565,135,0,0,1,0,287,366.883
111,791,0,1,2,3,155,1536.215
186,1806,0,0,2,2,296,661.984
111,170,0,0,2,9,353,373.797
496,158,1,0,0,0,392,543.448
124,200,0,0,2,3,496,326.544
400,1510,0,0,0,18,87,700.783
342,1580,0,0,0,0,357,512.853
221,961,0,0,0,15,392,488.548
246,1799,0,0,0,18,95,693.975
154,582,0,0,0,19,259,423.411
337,1527,0,0,2,17,142,818.2180000000001
455,875,0,0,0,1,269,428.521
272,370,0,0,0,5,305,290.985
491,102,0,0,0,0,186,278.294
320,1001,0,0,0,18,280,567.12
218,1148,0,0,0,4,355,414.355
408,1336,0,0,0,1,251,500.81899999999996
282,975,0,0,2,0,115,514.475
387,797,0,0,0,15,87,522.7230000000001
406,1481,0,1,0,1,204,1628.556
399,1253,1,0,2,3,154,899.566
181,657,0,0,2,2,304,430.156
553,881,1,0,1,16,453,922.537
501,1220,0,0,2,14,495,798.875
310,1908,0,0,2,9,65,802.385
249,732,0,0,0,11,128,412.132
136,422,0,0,1,11,62,352.078
451,571,0,0,0,19,419,547.391
411,1633,0,0,1,6,151,660.5790000000001
460,170,0,1,0,9,453,1471.277
158,1405,0,0,2,4,201,589.169
230,172,0,1,2,19,227,1623.043
511,662,0,0,1,19,440,640.98
301,452,0,0,0,10,136,368.044
342,349,0,0,0,1,137,274.673
134,1925,0,0,2,15,78,791.982
544,1975,0,0,2,11,438,937.422
192,1657,0,0,1,15,412,665.7479999999999
537,493,0,0,2,3,468,558.352
546,619,0,0,1,1,370,466.45
306,1027,0,0,1,9,149,525.261
452,1116,0,0,1,12,164,634.516
490,918,0,0,1,18,259,671.731
431,5,0,0,2,14,392,525.548
404,287,0,0,1,0,123,328.18700000000007
449,1641,0,0,2,16,184,878.4359999999999
312,1169,1,1,1,19,477,2009.133
258,1806,2,0,2,3,318,1202.422
541,1447,0,0,1,19,399,810.211
544,1913,0,0,2,8,127,892.2230000000001
123,607,1,0,0,5,429,526.9209999999999
503,456,1,0,1,2,174,674.0260000000001
392,1764,0,0,1,1,87,628.2230000000001
103,1225,0,0,0,17,318,511.122
319,1235,0,0,0,18,359,614.211
463,1029,0,0,1,6,155,561.655
481,623,0,0,2,2,93,547.457
119,375,0,0,1,17,274,397.446
543,1914,0,0,2,19,291,1003.479
251,446,0,0,0,19,446,438.634
149,834,0,0,2,18,202,611.198
276,1129,0,0,1,8,73,522.3770000000001
534,1674,0,0,0,15,173,760.6370000000001
195,810,0,0,0,5,334,346.90599999999995
204,1424,0,0,1,11,451,584.539
519,1119,0,0,1,5,397,595.353
349,1411,0,0,0,12,310,601.5699999999999
216,958,0,0,2,4,195,524.075
453,1475,0,0,2,12,240,807.42
327,848,0,0,2,19,430,700.8100000000001
165,808,0,0,1,6,214,392.826
434,978,0,0,0,11,120,538.96
517,1924,0,0,2,3,488,836.3320000000001
519,415,0,0,0,4,250,393.23
361,725,2,0,2,15,404,1150.2559999999999
394,1527,0,0,0,3,61,551.429
525,453,1,0,1,7,101,732.009
342,1314,0,0,1,15,490,660.85
470,1557,0,0,1,7,305,681.5450000000001
285,1216,0,0,2,16,351,726.059
345,149,1,0,1,13,409,658.3810000000001
224,1903,0,0,1,11,349,687.821
367,758,0,0,1,2,457,429.853
230,778,0,0,0,19,58,492.72200000000004
336,972,1,0,0,1,189,647.221
117,762,0,0,0,12,149,372.88100000000003
139,1001,0,0,0,10,186,410.254
120,1538,1,0,0,11,408,771.672
498,1416,0,0,0,17,415,716.095
324,1339,0,0,0,8,421,537.669
454,75,0,0,1,6,71,366.319
381,598,0,1,1,5,194,1531.366
107,1293,0,0,2,13,210,635.43
199,224,0,0,1,17,298,401.062
339,1553,0,0,0,13,224,634.996
577,112,0,0,0,4,137,355.973
186,250,0,0,2,19,448,522.152
397,1256,0,0,1,12,82,638.6780000000001
527,840,0,0,1,0,320,492.22
113,1814,0,0,2,11,332,723.248
433,713,0,0,0,18,275,556.9350000000001
101,1106,0,0,0,9,494,408.06600000000003
474,124,0,0,0,4,161,315.329
392,1198,1,0,0,19,131,895.419
424,1092,1,0,2,5,262,898.838
521,1070,0,0,1,11,353,645.997
592,883,0,0,0,2,57,495.753
140,1279,0,0,1,13,183,546.2470000000001
417,1750,0,0,1,3,496,659.604
415,29,0,0,0,16,167,391.603
480,280,1,0,0,16,133,718.797
210,923,1,0,0,13,307,705.563
113,1260,0,0,1,14,292,542.0880000000001
330,1271,0,0,2,6,286,655.3739999999999
572,367,0,0,0,3,199,395.431
183,494,0,0,1,16,423,439.46700000000004
229,1048,0,0,1,5,70,456.41
330,1609,0,0,0,10,183,612.047
425,717,0,0,2,11,428,635.752
244,1513,1,0,0,14,145,846.385
478,1016,0,0,0,11,62,564.518
444,1517,0,0,2,10,50,790.33
127,1337,1,0,0,16,199,782.5310000000001
165,605,0,0,0,7,166,311.79400000000004
262,374,0,0,2,11,201,496.649
328,638,1,1,1,8,113,1796.3770000000002
360,1960,0,0,1,10,474,747.466
548,1048,0,0,1,2,199,561.551
523,1357,0,0,1,6,366,654.354
559,1378,0,0,1,2,413,634.097
539,115,1,0,0,15,61,699.929
263,47,1,0,2,9,139,661.111
400,1761,0,0,1,6,437,684.133
506,1801,0,0,2,19,132,963.908
402,98,0,0,1,14,299,431.131
386,1482,0,0,0,9,433,602.417
494,1546,0,0,1,11,445,730.6850000000001
109,1620,0,0,1,17,82,640.518
294,404,0,0,2,8,198,486.06199999999995
217,1237,0,0,2,8,177,620.1329999999999
369,684,0,0,0,3,149,373.121
179,902,0,1,2,4,411,1599.279
557,502,0,1,2,6,377,1697.7330000000002
192,1744,0,1,2,6,261,1791.789
365,1471,0,0,0,10,123,598.607
431,893,0,0,0,9,145,500.925
449,1599,0,0,0,10,141,659.649
460,257,0,0,2,17,379,618.011
356,843,0,0,2,11,377,631.513
232,120,0,0,0,15,485,325.805
375,809,0,0,2,3,224,551.3159999999999
363,977,0,0,2,16,274,710.326
270,53,0,0,1,16,364,387.276
559,1018,0,0,0,4,224,530.396
100,1354,0,1,0,12,105,1583.745
412,783,0,0,2,2,318,552.502
163,240,0,0,2,16,477,480.753
473,1778,0,0,1,10,84,755.016
567,1553,0,0,0,0,168,600.252
383,482,0,0,0,17,420,481.03999999999996
220,1012,0,0,2,16,462,658.958
206,186,1,0,0,8,105,504.665
520,1881,0,0,2,19,438,988.542
274,655,1,0,1,6,358,659.3019999999999
584,261,0,0,2,4,406,541.134
303,952,0,0,1,15,425,571.485
264,1387,0,0,2,6,365,651.5649999999999
404,490,0,0,1,12,154,489.06600000000003
596,430,1,0,1,12,439,810.271
219,238,0,0,0,14,225,331.60499999999996
143,303,0,0,2,16,155,482.05499999999995
411,297,0,1,0,16,129,1543.181
255,75,0,0,0,18,212,354.00800000000004
466,1723,2,0,2,9,451,1334.3790000000001
306,1356,1,0,0,1,316,712.5640000000001
489,1923,0,0,0,13,100,770.88
207,998,0,0,0,2,426,360.374
350,1781,0,0,2,6,328,766.152
544,641,0,0,0,10,352,509.848
503,1497,0,0,0,16,124,721.7760000000001
469,826,0,0,0,14,492,556.6080000000001
433,1946,0,0,2,18,490,955.47
229,282,0,0,1,10,398,356.162
556,590,1,0,1,14,176,843.1039999999999
392,71,0,0,1,14,295,421.49499999999995
119,1286,0,0,1,5,361,460.42900000000003
381,702,0,0,0,14,283,492.967
384,1902,0,0,2,8,204,823.5160000000001
100,1910,0,0,0,4,122,515.098
218,1965,0,0,2,18,468,868.7719999999999
134,574,0,0,0,4,488,265.47200000000004
297,999,0,0,1,12,186,546.2139999999999
584,891,0,0,1,17,323,696.3870000000001
344,11,0,0,2,19,93,537.5169999999999
158,140,0,0,0,16,296,307.024
424,1789,0,1,1,14,198,1877.662
260,1578,0,0,2,13,105,755.745
596,16,0,0,0,15,225,455.54499999999996
278,1086,1,0,2,3,405,817.605
305,252,0,0,0,16,306,391.254
111,464,0,0,0,19,460,383.56
589,375,0,0,0,13,350,505.53
375,1827,0,0,2,17,112,893.9080000000001
280,980,2,1,2,5,363,2166.8669999999997
341,519,0,0,0,7,473,371.277
315,1860,0,0,1,8,112,685.308
350,89,0,0,0,0,343,217.887
398,719,0,0,2,12,78,631.662
225,803,0,0,0,2,89,325.901
581,795,0,0,2,5,196,654.784
316,629,0,0,0,16,137,469.753
405,1884,0,0,0,7,105,667.845
384,1198,0,0,1,5,349,554.021
284,75,0,0,1,15,242,386.45799999999997
138,1636,0,0,2,0,149,586.5010000000001
322,925,1,0,0,9,264,712.616
283,1686,0,0,2,17,190,827.7700000000001
594,399,0,0,0,13,463,513.447
526,1805,0,0,0,4,98,672.8019999999999
277,969,0,0,0,16,164,521.616
506,1094,0,0,1,13,278,663.8219999999999
527,1203,1,0,2,17,301,1084.6490000000001
393,1147,0,0,0,3,124,475.576
439,1404,0,0,0,19,240,707.34
250,1316,1,0,2,1,248,830.432
483,796,2,0,2,6,212,1123.9679999999998
225,194,0,0,0,6,188,244.99200000000002
400,1934,1,0,1,6,98,965.6819999999999
407,227,0,0,1,12,412,440.04800000000006
435,1454,0,0,0,18,416,707.244
533,1965,0,0,1,5,164,768.336
333,1459,0,0,2,19,217,823.6129999999999
479,1810,0,0,1,16,326,826.1139999999999
474,460,0,0,2,17,96,661.944
107,617,0,0,2,0,308,371.112
597,1044,0,0,2,12,463,783.707
440,63,1,0,2,18,265,829.785
228,164,0,0,1,15,279,381.071
363,26,0,0,2,9,176,449.24399999999997
256,1334,0,0,0,12,372,547.6679999999999
451,1011,1,0,2,9,367,934.923
457,284,0,0,0,13,470,432.97
104,1683,2,0,2,8,274,1162.7459999999999
594,280,0,1,2,10,199,1707.271
185,837,0,1,1,2,336,1468.1239999999998
274,830,0,0,2,7,95,551.935
389,1187,0,0,2,11,350,713.93
292,1921,0,0,1,2,63,627.407
410,917,0,1,1,6,170,1617.1299999999999
218,223,0,0,0,13,445,320.16499999999996
317,783,0,0,1,6,424,453.556
526,1169,1,0,0,6,240,816.88
